c0,c1,c2,c3,c4,c5,c6,c7
1.0,10.0,0.01,10.0,1.0,1.0,0.1,0.01
1.0,10.0,0.01,11.333741933702065,1.0,0.9711968764166852,0.09992230759956476,0.01104113324551405
1.0,10.0,0.01,11.257509657536405,1.0,1.0177109089769456,0.09990949912041276,0.009326563260301516
1.0,10.0,0.01,11.972748271187704,1.0,1.2654997809809385,0.09618937683345825,0.009089860580477121
1.0,10.0,0.01,11.972748271187704,1.0,1.2654997809809385,0.09618937683345825,0.009089860580477121
1.0,10.0,0.01,12.759515743897218,1.0,1.214951403949807,0.10156838405461194,0.009123895573534728
1.0,10.0,0.01,11.759126845561585,1.0,1.3752455721558252,0.10705246495921825,0.009226040153044745
1.0,10.0,0.01,11.759126845561585,1.0,1.3752455721558252,0.10705246495921825,0.009226040153044745
1.0,10.0,0.01,11.759126845561585,1.0,1.3752455721558252,0.10705246495921825,0.009226040153044745
1.0,10.0,0.01,11.759126845561585,1.0,1.3752455721558252,0.10705246495921825,0.009226040153044745
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,11.446280870089636,1.0,1.526164016722968,0.12249797380532608,0.008983816918684674
1.0,10.0,0.01,9.906451499759282,1.0,1.3241246723585205,0.11690752031401254,0.008612215797209694
1.0,10.0,0.01,10.028568903324185,1.0,1.4711081560485584,0.12186599827893385,0.007572279212082198
1.0,10.0,0.01,10.028568903324185,1.0,1.4711081560485584,0.12186599827893385,0.007572279212082198
1.0,10.0,0.01,9.220310873269735,1.0,1.2832977609928693,0.11238444727717661,0.007165887414423719
1.0,10.0,0.01,9.651727735717579,1.0,1.120144671144339,0.1287474964887695,0.0068001808554902345
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,7.692299145295692,1.0,1.2376047787788529,0.11624373338824616,0.006826434688227733
1.0,10.0,0.01,9.162638557413073,1.0,1.1586312271095804,0.10303274769971459,0.006938464224360835
1.0,10.0,0.01,9.162638557413073,1.0,1.1586312271095804,0.10303274769971459,0.006938464224360835
1.0,10.0,0.01,9.162638557413073,1.0,1.1586312271095804,0.10303274769971459,0.006938464224360835
1.0,10.0,0.01,8.377685498309255,1.0,1.3283510912849683,0.10417780179423553,0.007926867601341217
1.0,10.0,0.01,8.377685498309255,1.0,1.3283510912849683,0.10417780179423553,0.007926867601341217
1.0,10.0,0.01,8.878228376916395,1.0,1.2407569530779035,0.10343683350134221,0.008258112185525785
1.0,10.0,0.01,8.878228376916395,1.0,1.2407569530779035,0.10343683350134221,0.008258112185525785
1.0,10.0,0.01,8.878228376916395,1.0,1.2407569530779035,0.10343683350134221,0.008258112185525785
1.0,10.0,0.01,7.706408198478719,1.0,1.2862455138366158,0.09981494939838884,0.009460822663984151
1.0,10.0,0.01,7.706444733368901,1.0,1.2495969366455144,0.1131127393159991,0.009799489006980251
1.0,10.0,0.01,7.706444733368901,1.0,1.2495969366455144,0.1131127393159991,0.009799489006980251
1.0,10.0,0.01,7.706444733368901,1.0,1.2495969366455144,0.1131127393159991,0.009799489006980251
1.0,10.0,0.01,7.706444733368901,1.0,1.2495969366455144,0.1131127393159991,0.009799489006980251
1.0,10.0,0.01,7.706444733368901,1.0,1.2495969366455144,0.1131127393159991,0.009799489006980251
1.0,10.0,0.01,7.706444733368901,1.0,1.2495969366455144,0.1131127393159991,0.009799489006980251
1.0,10.0,0.01,7.706444733368901,1.0,1.2495969366455144,0.1131127393159991,0.009799489006980251
1.0,10.0,0.01,7.270485642028531,1.0,1.1396406097824743,0.11557974579166973,0.011260671278743637
1.0,10.0,0.01,7.270485642028531,1.0,1.1396406097824743,0.11557974579166973,0.011260671278743637
1.0,10.0,0.01,7.270485642028531,1.0,1.1396406097824743,0.11557974579166973,0.011260671278743637
1.0,10.0,0.01,7.270485642028531,1.0,1.1396406097824743,0.11557974579166973,0.011260671278743637
1.0,10.0,0.01,7.270485642028531,1.0,1.1396406097824743,0.11557974579166973,0.011260671278743637
1.0,10.0,0.01,7.270485642028531,1.0,1.1396406097824743,0.11557974579166973,0.011260671278743637
1.0,10.0,0.01,7.270485642028531,1.0,1.1396406097824743,0.11557974579166973,0.011260671278743637
1.0,10.0,0.01,7.674468967908946,1.0,1.1717139394826404,0.11364039890256597,0.011235280890554982
1.0,10.0,0.01,7.674468967908946,1.0,1.1717139394826404,0.11364039890256597,0.011235280890554982
1.0,10.0,0.01,8.167189572066107,1.0,1.0498796785501197,0.1329838986777103,0.011369186697471423
1.0,10.0,0.01,8.668759847756101,1.0,1.1296779337760308,0.13215024238028306,0.010706315082603052
1.0,10.0,0.01,7.938059906606076,1.0,1.401106562389604,0.1157946382469374,0.010569332511079572
1.0,10.0,0.01,7.938059906606076,1.0,1.401106562389604,0.1157946382469374,0.010569332511079572
1.0,10.0,0.01,7.938059906606076,1.0,1.401106562389604,0.1157946382469374,0.010569332511079572
1.0,10.0,0.01,7.938059906606076,1.0,1.401106562389604,0.1157946382469374,0.010569332511079572
1.0,10.0,0.01,7.938059906606076,1.0,1.401106562389604,0.1157946382469374,0.010569332511079572
1.0,10.0,0.01,9.095839883466109,1.0,1.282638048948524,0.13808699975183347,0.010772923540574578
1.0,10.0,0.01,10.35070074794889,1.0,1.291910980281888,0.13302745326232018,0.012142903879945684
1.0,10.0,0.01,11.113421455723724,1.0,1.1263193941424747,0.15386257646484375,0.013897528334565938
1.0,10.0,0.01,12.466634436924911,1.0,1.1505086508974418,0.13853064803075135,0.012553911381680048
1.0,10.0,0.01,17.170930431256487,1.0,1.1219628746408177,0.13704980123124394,0.012308820588100206
1.0,10.0,0.01,17.47755620910639,1.0,1.3163766185700658,0.1239303712924057,0.012817851257469518
1.0,10.0,0.01,19.43146372941371,1.0,1.3471060564486286,0.14395374514301826,0.012474803676178665
1.0,10.0,0.01,19.417968050142036,1.0,1.465863079674072,0.14134734841689747,0.011822713718391793
1.0,10.0,0.01,19.417968050142036,1.0,1.465863079674072,0.14134734841689747,0.011822713718391793
1.0,10.0,0.01,18.223640781841095,1.0,1.4704944923794812,0.14655202382740792,0.011634431262304266
1.0,10.0,0.01,18.223640781841095,1.0,1.4704944923794812,0.14655202382740792,0.011634431262304266
1.0,10.0,0.01,18.223640781841095,1.0,1.4704944923794812,0.14655202382740792,0.011634431262304266
1.0,10.0,0.01,18.223640781841095,1.0,1.4704944923794812,0.14655202382740792,0.011634431262304266
1.0,10.0,0.01,18.223640781841095,1.0,1.4704944923794812,0.14655202382740792,0.011634431262304266
